target_id,actual_delay_steps,actual_slew_scale,source_experiment_id,capture_experiment_id,restart_experiment_id,restart_status,restart_raw_path,restart_raw_parse_status,fresh_tsc_environment_process_identity,snapshot_source,prerequisite_gate,prerequisite_gate_value,gate_evidence,restart_initial_R_difference_m,restart_initial_Z_difference_m,restart_initial_Ip_difference_A,coil_vector_difference,full_wire_vector_difference,vessel_aggregate_difference,action_suffix_alignment,source_suffix_length,restart_suffix_length,duplicate_or_missing_checkpoint_state,per_step_suffix_difference,recombined_formal_metric,plant_restart_initial_state_fidelity,plant_restart_suffix_fidelity,formal_contract_preservation
RZ_p10_m10,0,0.9,s41r11_34d1db527d2bd88caf2e,s42r1_683efa483483fb445e3d,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_683efa483483fb445e3d/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,17,,not_evaluable,,not_run,not_run,not_run,not_run
RZ_p10_m10,0,1.0,s41r11_2f8571253fb3d4fecc7d,s42r1_02e362a9db5d0038375a,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_02e362a9db5d0038375a/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
RZ_p10_m10,0,1.1,s41r11_73f1c535b04749e85080,s42r1_a873b553954ffbd64e0d,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_a873b553954ffbd64e0d/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
RZ_p10_m10,1,0.9,s41r17_7bafe3803c15d39d1246,s42r1_127f38736035b78c7af6,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_127f38736035b78c7af6/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,17,,not_evaluable,,not_run,not_run,not_run,not_run
RZ_p10_m10,1,1.0,s41r11_1a68ddcfee975c919917,s42r1_360594c6e0e18106a893,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_360594c6e0e18106a893/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
RZ_p10_m10,1,1.1,s41r11_a8f9a350bbff387ee6ea,s42r1_13e6677c5ee386421561,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_13e6677c5ee386421561/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
RZ_p10_m10,2,0.9,s41r17_805f073b5a4a4d40cf05,s42r1_eeeae74dc3d8cfdd6271,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_eeeae74dc3d8cfdd6271/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,17,,not_evaluable,,not_run,not_run,not_run,not_run
RZ_p10_m10,2,1.0,s41r11_440ab07f7bda1daaae91,s42r1_07d4391626b568d3d1d4,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_07d4391626b568d3d1d4/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
RZ_p10_m10,2,1.1,s41r11_5e3711ab18fb9f1f3565,s42r1_db5ff6d589593afd0d7d,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_db5ff6d589593afd0d7d/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
nominal,0,0.9,s41r11_3ba47e6bbc4b0932b224,s42r1_a1b7708f6011ce730dd9,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_a1b7708f6011ce730dd9/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,17,,not_evaluable,,not_run,not_run,not_run,not_run
nominal,0,1.0,s41r11_076c2e2752cc8914bcf9,s42r1_9cb2964ccf9f1f305352,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_9cb2964ccf9f1f305352/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
nominal,0,1.1,s41r11_4d30bd7baa9ca45ebae9,s42r1_0335d099a55455c8c4a2,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_0335d099a55455c8c4a2/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
nominal,1,0.9,s41r17_7056295b49b8eca2b0b7,s42r1_e49b8629e202e57e9aec,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_e49b8629e202e57e9aec/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,17,,not_evaluable,,not_run,not_run,not_run,not_run
nominal,1,1.0,s41r11_32e058387b57496e214b,s42r1_c1b845e90cb8b80f4011,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_c1b845e90cb8b80f4011/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
nominal,1,1.1,s41r11_d7c1a2e54d420e9431d3,s42r1_43d84438b41d51cf6491,,not_run,,not_run,not_run,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage4_2r1_runs/stage4_2r1_true_tsc_plant_restart_action_replay_20260729_162619/stage4_2r1_restart_bank/s42r1_43d84438b41d51cf6491/1300ms,plant_checkpoint_capture.passed,False,capture summary passed=false; 18/18 capture raws failed at prepare_replay before snapshot request,,,,,,,not_run,15,,not_evaluable,,not_run,not_run,not_run,not_run
