stage,generation,candidate_id,population_index,source_name,source_type,linear_prefilter_score,proposal_rank_score,parameter_vector,validation_id,predicted_final3_box_max_error_m,predicted_terminal_velocity_m_per_s,predicted_late_velocity_rms_m_per_s,predicted_corner_max_violation,predicted_corner_sum_violation,candidate_label,candidate_n_modes,candidate_target_fraction,sequence_scale,success,failure_reason,n_trajectory_steps,terminal_R_error_m,terminal_Z_error_m,terminal_Ip_error_A,terminal_RZ_euclidean_error_m,terminal_RZ_box_max_error_m,terminal_normalized_RZ_distance,min_normalized_RZ_distance,min_normalized_RZ_distance_after_step0,min_RZ_euclidean_error_after_step0_m,closest_step_after_step0,closest_velocity_after_step0_m_per_s,relative_distance_reduction,relative_distance_reduction_after_step0,first_step_within_2x_RZ_only,first_step_within_1x_RZ_only,first_step_within_2x,first_step_within_1x,first_step_after_step0_within_2x,first_step_after_step0_within_1x,terminal_within_2x_RZ_only,terminal_within_1x_RZ_only,terminal_within_2x,terminal_within_1x,gate_ip_tolerance_A,terminal_Ip_safe,late_Ip_safe_fraction,late_fraction_within_2x,late_fraction_within_1x,late_R_rms_m,late_Z_rms_m,late_RZ_euclidean_rms_m,terminal_velocity_m_per_s,max_velocity_m_per_s,late_velocity_mean_m_per_s,late_velocity_rms_m_per_s,max_current_utilization,wall_time_s,first_step_after_step0_within_30mm,ever_after_step0_within_30mm,terminal_within_30mm,late_fraction_within_30mm,longest_streak_after_step0_within_30mm_steps,trailing_streak_within_30mm_steps,first_step_after_step0_within_40mm,ever_after_step0_within_40mm,terminal_within_40mm,late_fraction_within_40mm,longest_streak_after_step0_within_40mm_steps,trailing_streak_within_40mm_steps,first_step_after_step0_within_80mm,ever_after_step0_within_80mm,terminal_within_80mm,late_fraction_within_80mm,longest_streak_after_step0_within_80mm_steps,trailing_streak_within_80mm_steps,gate_tier,gate_label,strict_gate_pass,relaxed_gate_pass,terminal_RZ_reduction_vs_zero_action_fraction,continuous_objective,selection_score,position_excess_objective,velocity_excess_objective,precise_streak_deficit,action_rms,delta_action_rms,repair_excess_rms,stage2_legacy_selection_score,stage2_legacy_continuous_objective,stage2_2_final3_box_errors_m,stage2_2_final3_box_max_error_m,stage2_2_final3_box_mean_error_m,stage2_2_terminal_box_error_m,stage2_2_final3_R_abs_max_error_m,stage2_2_final3_Z_abs_max_error_m,stage2_2_position_violation,stage2_2_terminal_speed_violation,stage2_2_late_speed_violation,stage2_2_ip_violation,stage2_2_max_violation,stage2_2_sum_violation,stage2_2_l2_violation,stage2_2_quality,stage2_2_selection_score,generation_rank,source_stage,source_run,source_generation_group,vector,vector_digest,result_relative_path
Stage2.2,0,s22g000_723e3eb8dfa35275,15,probe_c0_h01_p,multi_center_probes,2.9265834042065055,83.420467700893,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.24051386829527,1.885607993302751,0.10319209587785586,-0.2820698200043853,2.0506650835231417,-0.29301237917391876,-0.9246869355305808,-1.278495903924138,0.1643780996856758,-0.4753661927695651,-0.11839027779866988,0.059784910252844645]",s22g000_723e3eb8dfa35275,0.03119892747925785,0.03993170427093986,0.10786467614370261,0.07864676143702609,0.11861101074562108,,,,,True,,11,-0.02777091399999998,0.030280849,734.122800000001,0.041087144955036674,0.030280849,1.3695714985012226,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.02780568580202907,0.031126377606751996,0.04173736390620846,0.016133782195096116,0.6494912716243346,0.09199571129682539,0.1034398042584584,0.41445,263.6263689994812,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5268097276597073,4460.626181714819,1004460.6261817148,0.0023377382423469687,0.001183225333650855,1.0,0.4637118293334959,0.24624835981552629,0.05193750639601316,3000038.9563989732,38.95639897312414,"[0.0312300782,0.0303502273,0.030280849]",0.0312300782,0.030620384833333333,0.030280849,0.02778053199999997,0.0312300782,0.04100260666666666,0.0,0.03439804258458401,0.0,0.04100260666666666,0.07540064925125067,0.05352045484777042,5.242463195420213,1004460.6261817148,1,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2000,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.24051386829527,1.885607993302751,0.10319209587785586,-0.2820698200043853,2.0506650835231417,-0.29301237917391876,-0.9246869355305808,-1.278495903924138,0.1643780996856758,-0.4753661927695651,-0.11839027779866988,0.059784910252844645]",v_723e3eb8dfa35275,
Stage2.2,0,s22g000_b01b8c0b556a0bca,27,probe_c1_h08_p,multi_center_probes,2.918565931761255,90.11216660421518,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2151401768972367,1.8719570748969636,0.1089763421788616,-0.27400065205519464,2.302651881772964,-0.15636508593500525,-0.9938130457377542,-1.3803087584692328,0.1901060700782217,-0.5831494086987542,-0.3043030047699112,-0.007989279153778527]",s22g000_b01b8c0b556a0bca,0.03137988463241564,0.035342170586481834,0.10848491680464842,0.08484916804648401,0.13084532246033853,,,,,True,,11,-0.027299187999999974,0.0304133532,682.1005000000005,0.0408682972281363,0.0304133532,1.36227657427121,0.5817437020072838,0.7819332053556993,0.02345799616067098,1,0.6279867362113741,0.0,-0.3441197603990719,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027493162086768056,0.031142420975446897,0.04154183849736619,0.008501873175416988,0.6493112713769881,0.09067518369996122,0.1041085823724111,0.41435,267.64426016807556,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.529330141662831,4494.54012025299,1004494.540120253,0.002298406346616643,0.0016880449110887189,1.0,0.4770285863946149,0.2559126804501162,0.07142206975080276,3000038.86665013,38.86665012993234,"[0.0311936878,0.0303514785,0.0304133532]",0.0311936878,0.030652839833333334,0.0304133532,0.02752037399999996,0.0311936878,0.03978959333333343,0.0,0.04108582372411096,0.0,0.04108582372411096,0.08087541705744439,0.05719490054821995,5.26117906380756,1004494.540120253,3,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2000,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2151401768972367,1.8719570748969636,0.1089763421788616,-0.27400065205519464,2.302651881772964,-0.15636508593500525,-0.9938130457377542,-1.3803087584692328,0.1901060700782217,-0.5831494086987542,-0.3043030047699112,-0.007989279153778527]",v_b01b8c0b556a0bca,
Stage2.2,0,s22g000_769db89faed559e7,36,corner_local_0026,corner_local,2.947021079545578,47.75408098848798,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.204293434942497,1.8177524869218462,0.10882045403562732,-0.3200598495828374,2.1917286487576324,-0.3091840226543265,-0.9208612129819165,-1.3734796074137585,0.18399891051340608,-0.555756289148781,0.01602819409651051,0.06994530769184573]",s22g000_769db89faed559e7,0.03137667146474113,0.029466864373606627,0.09928300263824823,0.04588904882470435,0.04588904882470435,,,,,True,,11,-0.027786025000000047,0.0304605032,733.3326000000015,0.041229909537832336,0.0304605032,1.3743303179277444,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.02780857375247482,0.03120306297658875,0.04179650599353725,0.015907848178004166,0.6494456027781548,0.08919115970823947,0.10053598360304784,0.41450000000000004,259.6037743091583,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.525165544013276,4461.105659076362,1004461.1056590764,0.0024248134677374517,2.8727842273613307e-05,1.0,0.46750158326811003,0.25488197263788653,0.07431850479117251,3000038.828152072,38.82815207231759,"[0.0312669001,0.0304446044,0.0304605032]",0.0312669001,0.03072400256666667,0.0304605032,0.027786025000000047,0.0312669001,0.04223000333333338,0.0,0.005359836030478293,0.0,0.04223000333333338,0.04758983936381167,0.042568779919172704,5.1771883685129065,1004461.1056590764,2,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2000,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.204293434942497,1.8177524869218462,0.10882045403562732,-0.3200598495828374,2.1917286487576324,-0.3091840226543265,-0.9208612129819165,-1.3734796074137585,0.18399891051340608,-0.555756289148781,0.01602819409651051,0.06994530769184573]",v_769db89faed559e7,
,2,s21g002_aaa2ceeb56d4f784,,bridge_p13_d09,bridge,,,,s21g002_aaa2ceeb56d4f784,,,,,,,,,,True,,11,-0.027585183999999985,0.0303526609,729.4467000000004,0.041014953370987074,0.0303526609,1.3671651123662358,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027694978132981277,0.03117957526799904,0.041703449829470086,0.01006457515093827,0.6494814909624878,0.09020872146905806,0.10292279411660675,0.41435,702.7179219722748,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5276411399020156,4596.953240528121,1004596.9532405281,0.0024534471031305775,0.0008542725448070984,1.0,0.46290265032173233,0.2435044112463494,0.04495884893377679,3000038.865603286,38.865603285802706,"[0.0312759249,0.0304055126,0.0303526609]",0.0312759249,0.030678032800000005,0.0303526609,0.027702248999999957,0.0312759249,0.04253083000000002,0.0,0.029227941166067417,0.0,0.04253083000000002,0.07175877116606744,0.05160565904332586,5.229496820618644,1004596.9532405281,,Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1002,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.22251386829527,1.903607993302751,0.09519209587785586,-0.24706982000438532,2.0156650835231416,-0.27801237917391874,-0.9696869355305808,-1.233495903924138,0.1463780996856758,-0.4303661927695651,-0.16339027779866988,0.07778491025284465]",v_aaa2ceeb56d4f784,stage2_1_evaluations/gen_002/s21g002_aaa2ceeb56d4f784.json.gz
Stage2.2,0,s22g000_1c26fa7f7517eff9,38,corner_local_0078,corner_local,2.9207031281319793,48.38864172543611,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.2249474166438163,1.853674404894246,0.09532224955173206,-0.32502878118448175,2.1363197564268863,-0.2653168999806778,-0.9018131569144501,-1.2811458671845002,0.18315560509451448,-0.48529469578738416,0.008825618596657855,0.05840691600409688]",s22g000_1c26fa7f7517eff9,0.03130054526950776,0.03672675789556949,0.10448320907065492,0.044832090706549144,0.08818359969014122,,,,,True,,11,-0.027518516999999965,0.0303368937,733.2945,0.04095846551379076,0.0303368937,1.3652821837930251,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027671695804060967,0.031173945483430623,0.04168378132651104,0.00900694321177,0.6494964414808078,0.08938046608352891,0.1021744416846345,0.41450000000000004,265.18580651283264,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.528291696287958,4571.346079105744,1004571.3460791057,0.002432662782116283,0.0004728196639876115,1.0,0.4634118429945908,0.24945385570505327,0.06015913700881061,3000038.7920709085,38.79207090866647,"[0.0312782664,0.0304109636,0.0303368937]",0.0312782664,0.030675374566666663,0.0303368937,0.027690239000000005,0.0312782664,0.04260887999999996,0.0,0.021744416846344983,0.0,0.04260887999999996,0.06435329684634494,0.047836558392530794,5.208333327762147,1004571.3460791057,5,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2000,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.2249474166438163,1.853674404894246,0.09532224955173206,-0.32502878118448175,2.1363197564268863,-0.2653168999806778,-0.9018131569144501,-1.2811458671845002,0.18315560509451448,-0.48529469578738416,0.008825618596657855,0.05840691600409688]",v_1c26fa7f7517eff9,
Stage2.2,0,s22g000_c8ffee6ac4434657,31,probe_c2_h11_p,multi_center_probes,2.907452373484184,52.441900840825646,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.2042261679559902,1.8099077094025633,0.09945774008274161,-0.32248626233046174,2.0635331231245324,-0.3671861759092953,-0.7957178132641703,-1.1874393168505422,0.09160775102737818,-0.4080934518181093,0.18286250362187767,0.13355042464019667]",s22g000_c8ffee6ac4434657,0.03151190845145454,0.034840626006131595,0.09668745722896903,0.050396948381818074,0.050396948381818074,,,,,True,,11,-0.02757420899999996,0.0300599129,795.946600000003,0.040791363859661096,0.0300599129,1.3597121286553697,0.5817437020072838,0.7819287599363928,0.023457862798091783,1,0.6279649485659721,0.0,-0.3441121188564283,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027695972907203287,0.03108469950009889,0.04163322541297979,0.027158183728230548,0.6492394914149064,0.09546306772958871,0.10430528219772944,0.4142,258.03581953048706,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5302161638388833,4712.74398572545,1004712.7439857255,0.002382478346053335,0.0018535454802085967,1.0,0.452607548512237,0.24123434318290982,0.06215233942606712,3000039.041329803,39.04132980295179,"[0.0312715911,0.0303254421,0.0300599129]",0.0312715911,0.030552315366666666,0.0300599129,0.02770732099999995,0.0312715911,0.04238637000000023,0.0,0.04305282197729432,0.0,0.04305282197729432,0.08543919197729455,0.060416469956341506,5.288550130487341,1004712.7439857255,18,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2000,"[2.3705445176467634,1.218059178969841,0.480262669915016,1.2042261679559902,1.8099077094025633,0.09945774008274161,-0.32248626233046174,2.0635331231245324,-0.3671861759092953,-0.7957178132641703,-1.1874393168505422,0.09160775102737818,-0.4080934518181093,0.18286250362187767,0.13355042464019667]",v_c8ffee6ac4434657,
Stage2.2,0,s22g000_dfb4aab6a464ec6a,21,probe_c1_h05_p,multi_center_probes,2.9474465352680204,55.70566846034353,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2151401768972367,1.8359570748969636,0.1089763421788616,-0.3440006520551947,2.2326518817729637,-0.15636508593500525,-1.0838130457377542,-1.3803087584692328,0.22610607007822167,-0.5831494086987542,-0.2143030047699112,-0.007989279153778527]",s22g000_dfb4aab6a464ec6a,0.031606044057547814,0.025718794277426092,0.09831656424743092,0.05353480191826043,0.05353480191826043,,,,,True,,11,-0.027189871000000032,0.030868591,673.7613000000019,0.04113586021127945,0.030868591,1.3711953403759818,0.5817437020072838,0.7819332053556993,0.02345799616067098,1,0.6279867362113741,0.0,-0.3441197603990719,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.027473533422428184,0.03134346497585363,0.04167982528041404,0.027068417276428756,0.6493225039246313,0.08960091786187176,0.09894124859311382,0.41445,252.32923769950867,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,1,PASS_DAMPED_HOLD_40MM,False,True,0.5262486863560619,4530.6282285574125,1004530.6282285574,0.002617330769514591,0.0,1.0,0.4792433187807945,0.2587569706542228,0.05913368625968212,1000038.8097967048,38.809796704773774,"[0.031292985,0.0305993507,0.030868591]",0.031292985,0.0309203089,0.030868591,0.027539489000000028,0.031292985,0.04309950000000007,0.0,0.0,0.0,0.04309950000000007,0.04309950000000007,0.04309950000000007,5.180728557360446,1004530.6282285574,4,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2000,"[2.3911854335466187,1.204177336495726,0.471384395947247,1.2151401768972367,1.8359570748969636,0.1089763421788616,-0.3440006520551947,2.2326518817729637,-0.15636508593500525,-1.0838130457377542,-1.3803087584692328,0.22610607007822167,-0.5831494086987542,-0.2143030047699112,-0.007989279153778527]",v_dfb4aab6a464ec6a,
,4,s21g004_3d812812b5a1f281,,random_tail_0066,random_tail,,,,s21g004_3d812812b5a1f281,,,,,,,,,,True,,11,-0.028094139000000018,0.030367221,668.8710000000028,0.041369659865826344,0.030367221,1.3789886621942116,0.5817437020072838,0.7819326651391102,0.023457979954173303,1,0.6279832306637085,0.0,-0.3441188317829352,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.0278312745231675,0.03120357173738935,0.04181199266662994,0.045459318839754514,0.6496033774182195,0.09789442014614459,0.1040974713504191,0.41435,705.4138474464417,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5235560747781783,4746.435032445705,1004746.4350324457,0.002520906300448184,0.0016789271467505247,1.0,0.4718117414103994,0.26776189304782266,0.08726282454690082,3000039.479158901,39.479158901339645,"[0.031303108,0.0304332181,0.030367221]",0.031303108,0.030701182366666666,0.030367221,0.028094139000000018,0.031303108,0.04343693333333354,0.0,0.04097471350419091,0.0,0.04343693333333354,0.08441164683752445,0.05971343503898421,5.381676723252715,1004746.4350324457,,Stage2.1,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_1_runs/stage2_1_svd3_dual_archive_tail_cem_100ms_20260720_151221,1004,"[2.409019822811895,1.198039450629735,0.48122664718631664,1.1925058003704898,1.8796406997728652,0.10874810926453213,-0.26454598816076086,2.321244730127629,-0.25144256936158627,-0.8637436565762648,-1.5836725533239409,0.1727339653850643,-0.2794655530500083,-0.19322276400711402,0.05948586052709807]",v_3d812812b5a1f281,stage2_1_evaluations/gen_004/s21g004_3d812812b5a1f281.json.gz
Stage2.2,0,s22g000_6b56bfbd8f897e55,37,corner_local_0006,corner_local,2.90976202156626,48.27925735448145,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.1916331482507159,1.8574364753165997,0.09299092867463421,-0.28573347745798233,2.167431186216244,-0.25444090204795705,-0.9184572711661929,-1.2952434508859083,0.19034169907229626,-0.48434432533791305,0.0993196995550088,0.02690806578728791]",s22g000_6b56bfbd8f897e55,0.03134553507804966,0.03485197283384282,0.10401235923802728,0.044851169268322,0.08497476164859474,,,,,True,,11,-0.027340209000000004,0.0303363481,746.6183000000019,0.04083847504753397,0.0303363481,1.3612825015844658,0.5817437020072838,0.7819410457617871,0.023458231372853616,1,0.6280101555085302,0.0,-0.3441332378223096,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.02754969948175747,0.031192462115051733,0.04161677107049615,0.00871678312514976,0.6494937664278645,0.0899890628634265,0.10288976944166457,0.4144,259.0420479774475,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5296735961855641,4692.389368972392,1004692.3893689724,0.0025052814432640065,0.0008350767425978356,1.0,0.46368722690301334,0.2520974981987245,0.06263837607987964,3000038.801992022,38.801992022092975,"[0.0313036664,0.0304234628,0.0303363481]",0.0313036664,0.030687825766666666,0.0303363481,0.02758786599999996,0.0313036664,0.04345554666666662,0.0,0.02889769441664569,0.0,0.04345554666666662,0.07235324108331231,0.052186792186305876,5.234945786156773,1004692.3893689724,13,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2000,"[2.4156833455235933,1.2134774513649513,0.47907036778035206,1.1916331482507159,1.8574364753165997,0.09299092867463421,-0.28573347745798233,2.167431186216244,-0.25444090204795705,-0.9184572711661929,-1.2952434508859083,0.19034169907229626,-0.48434432533791305,0.0993196995550088,0.02690806578728791]",v_6b56bfbd8f897e55,
Stage2.2,0,s22g000_44274505e8646ec3,64,bridge_d02_p03_c01_000,boundary_bridge,2.9595284176758416,46.91254441672009,"[2.409019822811895,1.198039450629735,0.48122664718631664,1.1949987941628906,1.8275214291053317,0.1041240277372922,-0.32386322965206393,2.112656857329074,-0.3167567450866147,-0.7552635047165007,-1.444803024504674,0.10965519911714044,-0.628874453568695,0.1434289395959743,0.10509051582768361]",s22g000_44274505e8646ec3,0.03135239276343875,0.036363376888399905,0.09857984394135179,0.04507975878129167,0.04507975878129167,,,,,True,,11,-0.028222387000000015,0.0302641855,773.2258000000002,0.04138144574511843,0.0302641855,1.379381524837281,0.5817437020072838,0.7819326651391102,0.023457979954173303,1,0.6279832306637085,0.0,-0.3441188317829352,0,0,0,0,1,1,True,False,True,False,10000.0,True,1.0,1.0,0.0,0.02801839983361231,0.03116806184435729,0.04191036635928929,0.0370409115757531,0.649629728021031,0.09585964942895259,0.1030116284290697,0.41455,260.5780475139618,1,True,False,0.0,2,0,1,True,True,1.0,10,10,1,True,True,1.0,10,10,3,POSITION_40MM_SPEED_FAIL,False,False,0.5234203397827657,4700.114255790017,1004700.11425579,0.0024749395929788633,0.0009069905794780838,1.0,0.4642240806400709,0.25816027486129284,0.06293438028326911,3000039.27655411,39.276554109992546,"[0.0313042679,0.030405309,0.0302641855]",0.0313042679,0.0306579208,0.0302641855,0.028222387000000015,0.0313042679,0.04347559666666667,0.0,0.030116284290697015,0.0,0.04347559666666667,0.07359188095736369,0.0528877876735335,5.299277620391249,1004700.11425579,16,Stage2.2,/home/yangshen0711/tsc_all/tsc_rzip_rllib/stage2_2_runs/stage2_2_svd3_corner_feasibility_100ms_20260721_085327,2000,"[2.409019822811895,1.198039450629735,0.48122664718631664,1.1949987941628906,1.8275214291053317,0.1041240277372922,-0.32386322965206393,2.112656857329074,-0.3167567450866147,-0.7552635047165007,-1.444803024504674,0.10965519911714044,-0.628874453568695,0.1434289395959743,0.10509051582768361]",v_44274505e8646ec3,
