experiment_id,phase,scenario,target_id,policy_id,actual_action_delay_steps,controller_action_delay_steps,actual_slew_scale,controller_slew_scale_estimate,calibration_token,trusted_calibration_model,success,failure_reason,n_trajectory_steps,n_terminal_feedback_steps,uniform_hold_start_step,source_prefix_exact,source_prefix_numeric,source_prefix_max_abs_difference,source_prefix_component_max_abs_difference,streaming_queue_consistent,pending_queue_bypassed,hold_box_max_error_m,hold_speed_max_m_per_s,hold_ip_max_abs_error_A,final_window_box_max_error_m,final_window_speed_rms_m_per_s,final_window_speed_max_m_per_s,final_window_ip_rms_error_A,final_window_ip_max_abs_error_A,terminal_ip_abs_error_A,tail_box_max_error_m,max_current_utilization,final_window_current_mean_shift_max_A,final_window_current_net_change_max_A,final_window_current_linear_drift_max_A_per_step,final_window_issued_desired_rms,final_window_issued_desired_mean_norm,maximum_final_pending_desired_physical_norm,final_window_vessel_abs_sum_max_A,final_window_vessel_mean_growth_A,long_hold_margins,long_hold_combined_minimum_signed_margin,long_hold_guards,long_hold_pass,full_action_rms,wall_time_s,physics_signature,terminal_issued_signature,terminal_applied_signature
s41r11_3ba47e6bbc4b0932b224,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__nominal__d0__s0.9,nominal,qp28_c0p50_v1p50_p1p25_position,0,0,0.9,0.9,s41r8_96f124360adfe0ea785a,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.016434939,0.04029848297594469,211.53610000000117,0.00808301669,0.017814906464529007,0.028294910042486923,168.14702401563076,206.90590000000157,123.09530000000086,0.0191437359,0.41155,0.12749999999999773,0.20000000000000284,0.004618847539015184,0.05368791024213589,0.003250503650843159,0.0,52.735,0.6632800000000003,"{""hold_box"":0.4521687,""hold_speed_max"":0.5970151702405531,""hold_ip_max"":0.9471159749999997,""final_box"":0.7305661103333333,""final_speed_rms"":0.6437018707094199,""final_speed_max"":0.7170508995751308,""final_ip_rms"":0.9299387399934872,""final_ip_max"":0.9482735249999996,""terminal_ip_abs"":0.9384523499999996,""tail_box"":0.680937735,""current_utilization"":0.4512666666666666,""current_mean_shift"":0.9840625000000003,""current_net_change"":0.9833333333333331,""current_linear_drift"":0.9815246098439393,""issued_rms"":0.32890112197330135,""issued_mean_norm"":0.945824939152614,""final_pending"":1.0,""vessel_abs_sum"":0.78906,""vessel_mean_growth"":0.9933672}",0.32890112197330135,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12487722463830798,3075.4605560302734,physics_2424b85d9f93bef72f66,terminalissued_5a7bce2ee79354e4b46d,terminalapplied_5a7bce2ee79354e4b46d
s41r11_34d1db527d2bd88caf2e,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__RZ_p10_m10__d0__s0.9,RZ_p10_m10,qp28_c0p50_v1p50_p1p25_position,0,0,0.9,0.9,s41r8_96f124360adfe0ea785a,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.024919285200000002,0.03359311777081179,175.27580000000307,0.01263384126,0.01364623461519981,0.023342374685211744,144.27495567214967,175.27580000000307,148.32520000000295,0.028064657200000002,0.4119,0.16916666666666913,0.3125,0.007319927971188086,0.03807215389911864,0.0050405529670904635,0.0,50.765,-7.899159999999998,"{""hold_box"":0.1693571599999999,""hold_speed_max"":0.6640688222918821,""hold_ip_max"":0.9561810499999992,""final_box"":0.5788719579999999,""final_speed_rms"":0.7270753076960038,""final_speed_max"":0.7665762531478826,""final_ip_rms"":0.9398854351366043,""final_ip_max"":0.9561810499999992,""terminal_ip_abs"":0.9258373999999985,""tail_box"":0.5322557133333332,""current_utilization"":0.4508,""current_mean_shift"":0.9788541666666664,""current_net_change"":0.9739583333333334,""current_linear_drift"":0.9707202881152477,""issued_rms"":0.524098076261017,""issued_mean_norm"":0.9159907838818256,""final_pending"":1.0,""vessel_abs_sum"":0.79694,""vessel_mean_growth"":1.0}",0.1693571599999999,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12492755850018081,3036.4598038196564,physics_b5e22873908ff5852aab,terminalissued_1e65c6cdf5e0546cb8dc,terminalapplied_1e65c6cdf5e0546cb8dc
s41r11_9ddda30af283f1fdf985,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__nominal__d1__s0.9,nominal,qp28_c0p50_v1p50_p1p25_position,1,1,0.9,0.9,s41r8_b2208612681b9ad35531,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.019494741,0.048628198219181934,255.57700000000114,0.0117170093,0.02918559283930021,0.043000281212213394,176.44121888176562,255.57700000000114,134.2430000000022,0.0217832063,0.41174999999999995,0.1920000000000215,0.5,0.0053013205282117825,0.06687324970704196,0.008069700631541655,0.12644874135738146,72.863,-3.5630800000000065,"{""hold_box"":0.35017529999999997,""hold_speed_max"":0.5137180178081806,""hold_ip_max"":0.9361057499999997,""final_box"":0.6094330233333334,""final_speed_rms"":0.4162881432139959,""final_speed_max"":0.569997187877866,""final_ip_rms"":0.926482825465931,""final_ip_max"":0.9361057499999997,""terminal_ip_abs"":0.9328784999999988,""tail_box"":0.6369465616666666,""current_utilization"":0.45100000000000007,""current_mean_shift"":0.9759999999999973,""current_net_change"":0.9583333333333334,""current_linear_drift"":0.9787947178871529,""issued_rms"":0.16408437866197545,""issued_mean_norm"":0.8655049894743058,""final_pending"":0.15700839095079022,""vessel_abs_sum"":0.708548,""vessel_mean_growth"":1.0}",0.15700839095079022,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12601688096270944,3068.9411141872406,physics_f1198cb1dfdd2a4d4e37,terminalissued_5f62915567715ae7a3ca,terminalapplied_4019e8b2b0150ddc90ff
s41r11_8a9ecb6e7dad072bcaa8,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__RZ_p10_m10__d1__s0.9,RZ_p10_m10,qp28_c0p50_v1p50_p1p25_position,1,1,0.9,0.9,s41r8_b2208612681b9ad35531,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.0271961042,0.04464192828924517,234.00580000000264,0.01724728398,0.02445676670877288,0.036812709421951494,172.19389770908856,234.00580000000264,157.1761000000006,0.0299386086,0.41195,0.14666666666667538,0.5,0.003899559823930415,0.05994679747558543,0.005355889712500416,0.05491478338575067,66.534,-5.076440000000012,"{""hold_box"":0.0934631933333333,""hold_speed_max"":0.5535807171075484,""hold_ip_max"":0.9414985499999994,""final_box"":0.42509053399999996,""final_speed_rms"":0.5108646658245424,""final_speed_max"":0.631872905780485,""final_ip_rms"":0.9282525426212132,""final_ip_max"":0.9414985499999994,""terminal_ip_abs"":0.9214119499999998,""tail_box"":0.50102319,""current_utilization"":0.4507333333333333,""current_mean_shift"":0.9816666666666656,""current_net_change"":0.9583333333333334,""current_linear_drift"":0.9844017607042783,""issued_rms"":0.25066503155518216,""issued_mean_norm"":0.9107351714583264,""final_pending"":0.6339014440949955,""vessel_abs_sum"":0.733864,""vessel_mean_growth"":1.0}",0.0934631933333333,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12598626346980818,3044.585381746292,physics_f56b3d9caa430ecdbfa7,terminalissued_48454fd2ef6c6df73ef1,terminalapplied_4b6c07cd74348ad77454
s41r11_907e0bbb4febc31c41f0,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__nominal__d2__s0.9,nominal,qp28_c0p50_v1p50_p1p25_position,2,2,0.9,0.9,s41r8_1755db2b033e3c882e1b,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.0218488678,0.04869939249355,215.32670000000144,0.0154479877,0.028610281731271465,0.044172669740961984,204.95349166840364,211.20160000000033,202.80520000000251,0.0238392592,0.41174999999999995,0.11800000000000921,0.5600000000000023,0.004916686674670362,0.04878372875060756,0.012473897022572417,0.10336546027333791,55.328,-1.227160000000005,"{""hold_box"":0.2717044066666666,""hold_speed_max"":0.5130060750645,""hold_ip_max"":0.9461683249999997,""final_box"":0.4850670766666666,""final_speed_rms"":0.4277943653745707,""final_speed_max"":0.5582733025903801,""final_ip_rms"":0.9146027118048318,""final_ip_max"":0.9471995999999999,""terminal_ip_abs"":0.8985973999999988,""tail_box"":0.6026790133333333,""current_utilization"":0.45100000000000007,""current_mean_shift"":0.9852499999999988,""current_net_change"":0.9533333333333331,""current_linear_drift"":0.9803332533013186,""issued_rms"":0.3902033906174055,""issued_mean_norm"":0.7921017162904597,""final_pending"":0.31089693151108055,""vessel_abs_sum"":0.778688,""vessel_mean_growth"":1.0}",0.2717044066666666,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12494836723670558,3062.8218116760254,physics_b94a6cb07c02534eaaa4,terminalissued_5b6eeeb8a8518d323163,terminalapplied_37917bb0a124b259a072
s41r11_98544e35b760ccad0a8d,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__RZ_p10_m10__d2__s0.9,RZ_p10_m10,qp28_c0p50_v1p50_p1p25_position,2,2,0.9,0.9,s41r8_1755db2b033e3c882e1b,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.0288000843,0.041449960341384776,197.37400000000343,0.0200694835,0.012308797125463587,0.020558226534414022,157.11143909192276,197.37400000000343,184.04190000000017,0.0317484966,0.41195,0.18749999999997158,0.2708333333333286,0.0073059223689483305,0.019197850893435585,0.0025345249472026998,0.03617044796664673,32.153000000000006,2.472999999999999,"{""hold_box"":0.039997189999999905,""hold_speed_max"":0.5855003965861523,""hold_ip_max"":0.9506564999999991,""final_box"":0.3310172166666667,""final_speed_rms"":0.7538240574907282,""final_speed_max"":0.7944177346558599,""final_ip_rms"":0.9345369003783655,""final_ip_max"":0.9506564999999991,""terminal_ip_abs"":0.9079790499999999,""tail_box"":0.47085838999999996,""current_utilization"":0.4507333333333333,""current_mean_shift"":0.9765625000000036,""current_net_change"":0.9774305555555559,""current_linear_drift"":0.9707763105242067,""issued_rms"":0.7600268638320552,""issued_mean_norm"":0.9577579175466217,""final_pending"":0.7588636802223552,""vessel_abs_sum"":0.8713879999999999,""vessel_mean_growth"":0.97527}",0.039997189999999905,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12440874403506225,3071.672201395035,physics_472d91824333d5ce870e,terminalissued_176b4a3fe06de417039f,terminalapplied_d8c4a6cf9d842e508e6d
s41r11_076c2e2752cc8914bcf9,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__nominal__d0__s1.0,nominal,qp28_c0p50_v1p50_p1p25_position,0,0,1.0,1.0,s41r8_323e2cee1e36e56b87b5,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.0192914468,0.037723925561296466,220.27690000000075,0.00967907256,0.019271584120908004,0.02689578552785862,167.66998999651418,220.27690000000075,117.66270000000077,0.0221162192,0.4114,0.1666666666666714,0.4583333333333428,0.006122448979592276,0.06353164448630105,0.004592088768934133,0.0,66.365,-0.34435999999999467,"{""hold_box"":0.3569517733333333,""hold_speed_max"":0.6227607443870353,""hold_ip_max"":0.9449307749999998,""final_box"":0.677364248,""final_speed_rms"":0.6145683175818399,""final_speed_max"":0.7310421447214138,""final_ip_rms"":0.9301375041681191,""final_ip_max"":0.9449307749999998,""terminal_ip_abs"":0.9411686499999996,""tail_box"":0.6313963466666667,""current_utilization"":0.4514666666666667,""current_mean_shift"":0.9791666666666661,""current_net_change"":0.9618055555555548,""current_linear_drift"":0.9755102040816309,""issued_rms"":0.20585444392123686,""issued_mean_norm"":0.9234651871844312,""final_pending"":1.0,""vessel_abs_sum"":0.73454,""vessel_mean_growth"":1.0}",0.20585444392123686,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12097397192127654,3049.859350681305,physics_708c8c7618062a30d6ef,terminalissued_7074ff89b9b070d56232,terminalapplied_7074ff89b9b070d56232
s41r11_2f8571253fb3d4fecc7d,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__RZ_p10_m10__d0__s1.0,RZ_p10_m10,qp28_c0p50_v1p50_p1p25_position,0,0,1.0,1.0,s41r8_323e2cee1e36e56b87b5,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.027618727599999997,0.03716283517731632,189.2530000000006,0.0142483949,0.014708197832394982,0.02340168861146625,151.06224285995046,189.2530000000006,173.1661000000022,0.030872348299999998,0.41195,0.1908333333333445,0.2916666666666714,0.008780512204882645,0.040507453813395815,0.004276073271724732,0.0,51.498999999999995,0.6908800000000035,"{""hold_box"":0.07937574666666669,""hold_speed_max"":0.6283716482268369,""hold_ip_max"":0.9526867499999998,""final_box"":0.5250535033333333,""final_speed_rms"":0.7058360433521004,""final_speed_max"":0.7659831138853375,""final_ip_rms"":0.9370573988083539,""final_ip_max"":0.9526867499999998,""terminal_ip_abs"":0.9134169499999989,""tail_box"":0.4854608616666667,""current_utilization"":0.4507333333333333,""current_mean_shift"":0.9761458333333319,""current_net_change"":0.9756944444444441,""current_linear_drift"":0.9648779511804694,""issued_rms"":0.49365682733255234,""issued_mean_norm"":0.9287321121379212,""final_pending"":1.0,""vessel_abs_sum"":0.794004,""vessel_mean_growth"":0.9930912}",0.07937574666666669,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12080980395545525,3041.333557367325,physics_f225a71d45ad3c0e4a12,terminalissued_363d9846794cad03204d,terminalapplied_363d9846794cad03204d
s41r11_32e058387b57496e214b,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__nominal__d1__s1.0,nominal,qp28_c0p50_v1p50_p1p25_position,1,1,1.0,1.0,s41r8_b8694b26ade3584683b1,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.0185928626,0.046993580722754766,240.6214,0.0112011013,0.02693077912114142,0.03927147815859819,184.70893087787002,240.6214,140.30720000000292,0.0208066737,0.4113,0.21079999999999188,0.8333333333333286,0.005210564225691332,0.061946684020856235,0.010928939816118142,0.10027151019827767,72.88999999999999,-4.037680000000002,"{""hold_box"":0.38023791333333334,""hold_speed_max"":0.5300641927724523,""hold_ip_max"":0.93984465,""final_box"":0.6266299566666667,""final_speed_rms"":0.46138441757717163,""final_speed_max"":0.6072852184140181,""final_ip_rms"":0.9230379454675541,""final_ip_max"":0.93984465,""terminal_ip_abs"":0.9298463999999985,""tail_box"":0.653222105,""current_utilization"":0.4516,""current_mean_shift"":0.973650000000001,""current_net_change"":0.9305555555555559,""current_linear_drift"":0.9791577430972347,""issued_rms"":0.22566644973929706,""issued_mean_norm"":0.8178510030646976,""final_pending"":0.3315232653448156,""vessel_abs_sum"":0.7084400000000001,""vessel_mean_growth"":1.0}",0.22566644973929706,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12116692139843033,3089.9523179531097,physics_502256478957299402b0,terminalissued_df6dff3da25d19473814,terminalapplied_86f09dfb8b6214a25ee3
s41r11_1a68ddcfee975c919917,calibrated_long_hold,qp28_c0p50_v1p50_p1p25_position__RZ_p10_m10__d1__s1.0,RZ_p10_m10,qp28_c0p50_v1p50_p1p25_position,1,1,1.0,1.0,s41r8_b8694b26ade3584683b1,True,True,,201,165,65,True,True,0.0,"{""physics"":0.0,""main_issued"":0.0,""main_applied"":0.0,""original_main_issued"":0.0,""preview_issued_applied"":0.0,""terminal_first40"":0.0}",True,False,0.026962412999999998,0.04549358345432064,243.06660000000193,0.01711469833,0.02517104246154749,0.04047687101988015,174.46586427949683,243.06660000000193,143.97680000000037,0.0296988074,0.41195,0.1720000000000539,0.480000000000004,0.004528211284512106,0.06210695628503022,0.005437132131500251,0.038218716360362386,69.33699999999999,-4.483200000000004,"{""hold_box"":0.10125290000000009,""hold_speed_max"":0.5450641654567936,""hold_ip_max"":0.9392333499999995,""final_box"":0.42951005566666667,""final_speed_rms"":0.49657915076905024,""final_speed_max"":0.5952312898011984,""final_ip_rms"":0.927305889883543,""final_ip_max"":0.9392333499999995,""terminal_ip_abs"":0.9280115999999998,""tail_box"":0.5050198766666667,""current_utilization"":0.4507333333333333,""current_mean_shift"":0.9784999999999933,""current_net_change"":0.9599999999999996,""current_linear_drift"":0.9818871548619515,""issued_rms"":0.22366304643712231,""issued_mean_norm"":0.9093811311416625,""final_pending"":0.7452085575975841,""vessel_abs_sum"":0.7226520000000001,""vessel_mean_growth"":1.0}",0.10125290000000009,"{""complete_horizon"":true,""source_prefix_exact"":true,""source_prefix_numeric"":true,""streaming_queue"":true,""all_thresholds"":true,""minimum_margin"":true}",True,0.12176356984403226,3060.7892286777496,physics_6dbe680cbc49de793753,terminalissued_7607e98f23a4c33653bb,terminalapplied_8ca024ae9267794a5e65
